"Quelle","Pole Studio","PLZ","Stadt","Land","Adresse","Telefonnummer","E-Mail-Adresse","Webseite","Facebook","Instagram","Art","Angebot","Beschreibung","Straße","Eversports ohne Einteilung","ID","Owner","Created Date","Updated Date","Bildergalerie","Richtigkeit der Angaben","Pole Studios (Pole Studio)","Online Studios (Pole Studio)","Inaktiv","Löschvermerk"
,"Open Aerial Dance Wiesbaden","65185","Wiesbaden","Deutschland","{""subdivisions"":[{""code"":""HE"",""name"":""Hessen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""DA"",""name"":""Darmstadt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""WI"",""name"":""Wiesbaden"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Wiesbaden"",""location"":{""latitude"":50.07567639999999,""longitude"":8.237168399999998},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""22"",""name"":""Oranienstraße"",""apt"":""""},""formatted"":""Oranienstraße 22, 65185 Wiesbaden, Deutschland"",""country"":""DE"",""postalCode"":""65185"",""subdivision"":""HE""}","0611 443200","info@openaerial.dance","https://openaerial.dance/","https://www.facebook.com/openaerial.dance","https://www.instagram.com/openaerialdance/","Pole Studio",,,"Oranienstraße 22",,"868996b8-ac43-439a-9d91-b1ee1919bfc5","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/open-aerial-dance-wiesbaden","/onlinestudio/open-aerial-dance-wiesbaden",,
,"DancingStyle","85652 ","Landsham/Pliening","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Pliening"",""name"":""Pliening"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Pliening"",""location"":{""latitude"":48.1852668,""longitude"":11.772262},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""30"",""name"":""Mövenstraße"",""apt"":"""",""formattedAddressLine"":""Mövenstraße 30""},""formatted"":""Mövenstraße 30, 85652 Pliening-Landsham, Deutschland"",""country"":""DE"",""postalCode"":""85652"",""subdivision"":""BY""}","'+ 49 (0) 174 3261206","info@dancingstyle.de","http://www.dancingstyle.de",,,"Pole Studio",,"<p class=""font_8"">Wollten Sie sich schon immer sinnlich bewegen können, eine Prise Erotik versprühen und dabei noch gut aussehen? Dann sind Sie bei mir genau richtig.Sie müssen weder eine gute Tänzerin sein noch Tanzerfahrung gemacht haben. DancingStyle bietet sowohl Anfängerinnen als auch geübten Tänzerinnen Interessantes und Neues an.</p>","Mövenstraße 30","https://www.eversports.de/s/dancingstyle","8736d1be-6b31-4b30-90cc-a5b8ef0800db","284241e1-0e53-4183-b67f-34edcfb7c8b1",2024-02-04T18:20:09Z,2024-02-04T18:20:09Z,,,"/polestudio/dancingstyle","/onlinestudio/dancingstyle",,
"https://www.eversports.de/sw/pole-for-soul-gbr","Pole for Soul","34117","Kassel","Deutschland","{""subdivisions"":[{""code"":""HE"",""name"":""Hessen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KS"",""name"":""Kassel"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Kassel"",""name"":""Kassel"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Kassel"",""location"":{""latitude"":51.3154337,""longitude"":9.5065289},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":"""",""name"":""Die Schlagd"",""apt"":"""",""formattedAddressLine"":""Die Schlagd""},""formatted"":""Die Schlagd 34117, Kassel, Deutschland"",""country"":""DE"",""postalCode"":""34"",""subdivision"":""HE""}","0176 56826749","info@poleforsoul.de","https://www.poleforsoul.com/","https://www.facebook.com/poleforsoul.de","https://www.instagram.com/poleforsoulkassel/?hl=de","Pole Studio",,,"Die Schlagd",,"88324767-d369-482c-949a-4791fe39921f","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-for-soul","/onlinestudio/pole-for-soul",,
,"PoleWirbel","26133","Oldenburg","Deutschland","{""subdivisions"":[{""code"":""NDS"",""name"":""Niedersachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oldenburg"",""name"":""Oldenburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Oldenburg"",""location"":{""latitude"":53.1030463,""longitude"":8.209107},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""125"",""name"":""Alter Postweg"",""apt"":"""",""formattedAddressLine"":""Alter Postweg 125""},""formatted"":""Alter Postweg 125, 26133 Oldenburg, Deutschland"",""country"":""DE"",""postalCode"":""26133"",""subdivision"":""NDS""}","17623458890","info@polewirbel.de","https://www.polewirbel.de/",,,"Pole Studio",,,"Alter Postweg 125","https://www.eversports.de/s/polewirbel","8d9576cc-f363-4a91-8864-45fa4640ef24","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-25T13:47:49Z,2024-02-04T18:00:48Z,,,"/polestudio/polewirbel","/onlinestudio/polewirbel",,
,"Pole Heaven","97070","Würzburg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Unterfranken"",""name"":""Unterfranken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""WÜ"",""name"":""Würzburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Würzburg"",""location"":{""latitude"":49.8016278,""longitude"":9.9338001},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""2"",""name"":""Bahnhofplatz"",""apt"":""""},""formatted"":""Bahnhofpl. 2, 97070 Würzburg, Deutschland"",""country"":""DE"",""postalCode"":""97070"",""subdivision"":""BY""}","0176 20151574","info@pole-heaven.de","https://pole-heaven.de/","https://www.facebook.com/poleheavenwuerzburg","https://www.instagram.com/poleheaven/","Pole Studio",,,"Bahnhofpl. 2,",,"8e181164-cab6-41bf-bd2b-da3159e9e2c4","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-heaven","/onlinestudio/pole-heaven",,
"https://www.eversports.de/sw/lespole","Les.Pole","Online","Online","Deutschland","{""formatted"":""Bellingerstraße 12, 36043 Fulda, Deutschland""}",,"info@les-pol.de","http://www.eversports.de/s/lespole","http://www.facebook.com/les.poledance","http://www.instagram.com/les.pole/","Online Studio","<p>Poledance Kurse (Level 1-5)</p><p>Poledance Choreografien</p><p>Chairdance</p><p>Floorwork Choreografien</p><p>Stretching</p>","<p>Bei uns kannst du bequem und flexibel von zu Hause aus trainieren.</p><p>Wir bieten dir Polekurse auf deinem Level an und lehren jeden Monat neue Choreografien an der Pole, auf dem Stuhl (Chairdance) oder am Boden (Floorwork).</p><p>Alle Kurse sind von gut ausgebildeten und erfahrenen Trainern angeleitet und auch als Kursaufzeichnungen erhältlich.</p>","Bellingerstraße 12",,"8e9b57a3-4d24-4e9c-a627-6b71de97d45e","6b5afe6d-2f07-46a3-8687-1965ef5552f3",2023-10-19T09:51:27Z,2024-02-04T19:04:55Z,"[{""description"":"""",""slug"":""ab6a9438.jpg_0"",""alt"":"""",""src"":""wix:image://v1/6b5afe_9b739d93db4a440a9539c7607f722b4c~mv2.jpg/ab6a9438.jpg#originWidth=3281&originHeight=4922"",""title"":""AB6A9438.jpg"",""type"":""image"",""settings"":{}}]",true,"/polestudio/les.pole","/onlinestudio/les.pole",,
,"Polefriends Magdeburg","39112","Mageburg","Deutschland","{""subdivisions"":[{""code"":""SA"",""name"":""Sachsen-Anhalt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""MD"",""name"":""Magdeburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Magdeburg"",""location"":{""latitude"":52.1101758,""longitude"":11.601942},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""115a"",""name"":""Halberstädter Straße"",""apt"":""""},""formatted"":""Halberstädter Str. 115a, 39112 Magdeburg, Deutschland"",""country"":""DE"",""postalCode"":""39112"",""subdivision"":""SA""}","01511 7217064","info@polefriends.de","https://www.polefitness-halle.de/","https://www.facebook.com/pages/Polefriends-Magdeburg/138723436905290","https://www.instagram.com/polefriendstv/","Pole Studio",,,"Halberstädter Str. 115a",,"8f16301b-2db4-4d03-a090-2bacb2eee221","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:47:41Z,,,"/polestudio/polefriends-magdeburg","/onlinestudio/polefriends-magdeburg",,
,"Unique Studios Würzburg","97080","Würzburg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Unterfranken"",""name"":""Unterfranken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""WÜ"",""name"":""Würzburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Würzburg"",""location"":{""latitude"":49.79764050000001,""longitude"":9.9448307},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""1A"",""name"":""Beethovenstraße"",""apt"":"""",""formattedAddressLine"":""Beethovenstraße 1A""},""formatted"":""Beethovenstraße 1A, 97080 Würzburg, Deutschland"",""country"":""DE"",""postalCode"":""97080"",""subdivision"":""BY""}","0170 5218512","info@uniquestudios.de ","https://www.uniquestudios.de/","https://www.facebook.com/polefitness.wuerzburg","https://www.instagram.com/uniquestudios.de/","Pole Studio",,,"Beethovenstraße 1A",,"8f72a1a1-c1c8-49bf-ad74-3cacd4e19bfc","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:49Z,,,"/polestudio/unique-studios-w%C3%BCrzburg","/onlinestudio/unique-studios-w%C3%BCrzburg",,
"https://www.eversports.de/sw/vertical-pole-aerial-dance","Vertical Pole Aerial Dance Würzburg","97070","Würzburg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Unterfranken"",""name"":""Unterfranken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""WÜ"",""name"":""Würzburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Würzburg"",""location"":{""latitude"":49.7975943,""longitude"":9.9282148},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""15"",""name"":""Pleicherkirchplatz"",""apt"":""""},""formatted"":""Pleicherkirchpl. 15, 97070 Würzburg, Deutschland"",""country"":""DE"",""postalCode"":""97070"",""subdivision"":""BY""}","01512 0213144","info@vertical-studio.de","https://www.vertical-studio.de/","https://www.facebook.com/VerticalWuerzburg","https://www.instagram.com/vertical_studio.de/","Pole Studio",,,"Pleicherkirchpl. 15",,"9024512d-b0a5-4fd4-8d2e-5bb14415aadd","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:49Z,,,"/polestudio/vertical-pole-aerial-dance-w%C3%BCrzburg","/onlinestudio/vertical-pole-aerial-dance-w%C3%BCrzburg",,
,"Polefitness Tituba Mönchengladbach!","41065","Mönchengladbach","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""MG"",""name"":""Mönchengladbach"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Mönchengladbach"",""location"":{""latitude"":51.18756459999999,""longitude"":6.438082700000001},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""88"",""name"":""Rheydter Straße"",""apt"":""""},""formatted"":""Rheydter Str. 88, 41065 Mönchengladbach, Deutschland"",""country"":""DE"",""postalCode"":""41065""}","01577/1535549","info@tituba.de","http://www.tituba.de/","https://www.facebook.com/TitubaDanceAndHealth","http://""unbekannt""","Pole Studio",,,"Rheydter Str. 88",,"9048f74a-2593-46bb-bdba-2089b485ab8a","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:48Z,,,"/polestudio/polefitness-tituba-m%C3%B6nchengladbach!","/onlinestudio/polefitness-tituba-m%C3%B6nchengladbach!",,
,"Lioness Lodge","59348","Lüdinghausen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""MS"",""name"":""Münster"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Lüdinghausen"",""name"":""Lüdinghausen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Lüdinghausen"",""location"":{""latitude"":51.76358339999999,""longitude"":7.4336849},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""28"",""name"":""Lindenstraße"",""apt"":""""},""formatted"":""Lindenstraße 28, 59348 Lüdinghausen, Deutschland"",""country"":""DE"",""postalCode"":""59348""}","01575 2695961","info@lionesslodge.de","https://www.lionesslodge.de/","https://www.facebook.com/LionessLodge","https://www.instagram.com/lionesslodge/","Pole Studio",,,"Lindenstraße 28",,"9083c695-35e0-4302-95f0-5d24c2a1b027","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/lioness-lodge","/onlinestudio/lioness-lodge",,
,"Rock'n'Pole Regensburg","93059","Regensburg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberpfalz"",""name"":""Oberpfalz"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Regensburg"",""name"":""Regensburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Regensburg"",""location"":{""latitude"":49.0324994,""longitude"":12.1042324},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""26A"",""name"":""Reinhausen"",""apt"":""""},""formatted"":""Reinhausen 26A, 93059 Regensburg, Deutschland"",""country"":""DE"",""postalCode"":""93059"",""subdivision"":""BY""}","0941 46522320","info@rocknpole-regensburg.de","https://www.rocknpole-regensburg.de/","https://www.facebook.com/rocknpole.regensburg/","https://www.instagram.com/rocknpole.regensburg/","Pole Studio",,,"Reinhausen 26A",,"909a6f1c-51df-41a8-a520-42b95a27d36b","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:48Z,,,"/polestudio/rock'n'pole-regensburg","/onlinestudio/rock'n'pole-regensburg",,
"https://www.eversports.de/sw/flexx-arts-aerial-dance-and-fitness","Flexx Arts Memmingen","87700","Memmingen","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Schwaben"",""name"":""Schwaben"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""MM"",""name"":""Memmingen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Memmingen"",""location"":{""latitude"":48.0007875,""longitude"":10.1687233},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""12"",""name"":""Rudolf-Diesel-Straße"",""apt"":""""},""formatted"":""Rudolf-Diesel-Straße 12, 87700 Memmingen, Deutschland"",""country"":""DE"",""postalCode"":""87700"",""subdivision"":""BY""}","01511 7642817","info@flexxarts.de","https://www.flexxarts.de/","https://www.facebook.com/AerialDanceandFitness/","https://www.instagram.com/flexxarts/","Pole Studio",,,"Rudolf-Diesel-Straße 12",,"90b52ddf-606c-4e41-950d-04bffa1f1ab9","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/flexx-arts-memmingen","/onlinestudio/flexx-arts-memmingen",,
,"Pole Dance Studio Passion-Hannover","30165","Hannover","Deutschland","{""subdivisions"":[{""code"":""NDS"",""name"":""Niedersachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Hannover"",""name"":""Hannover"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Hannover"",""location"":{""latitude"":52.4073733,""longitude"":9.7315811},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""22"",""name"":""Büttnerstraße"",""apt"":""""},""formatted"":""Büttnerstraße 22, 30165 Hannover, Deutschland"",""country"":""DE"",""postalCode"":""30165""}","0160 2590628","pole-passion@web.de","http://pole-passion.de/","http://""unbekannt""","https://www.instagram.com/poledancehannover/","Pole Studio",,,"Büttnerstraße 22","https://www.eversports.de/s/pole-dance-studio-passion-hannover","90e6cd0d-429e-47c9-bef4-fd3cf975047a","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-dance-studio-passion-hannover","/onlinestudio/pole-dance-studio-passion-hannover",,
,"Vanilla Sky Pole Atelier","13088 ","Berlin","Deutschland","{""subdivisions"":[{""code"":""BE"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Berlin"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Berlin"",""location"":{""latitude"":52.5600561,""longitude"":13.4722137},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""75"",""name"":""Liebermannstraße"",""apt"":""77"",""formattedAddressLine"":""Liebermannstraße 75/77""},""formatted"":""Liebermannstraße 75/77, 13088 Berlin, Deutschland"",""country"":""DE"",""postalCode"":""13088"",""subdivision"":""BE""}","0172 / 34 23 468","hello@vanillasky.berlin","https://vanillasky.berlin/",,"https://www.instagram.com/vanilla.sky.berlin/","Pole Studio",,"<p class=""font_8"">Lerne Pole Dance über den Dächern Berlins, im wunderschönen Industrial Loft des ersten Pole Ateliers. Unsere Pole Dance Kurse reichen vom Anfänger*innen Level bis hin zum Profi und finden in kleinen Gruppen statt. Unsere ausgebildeten Trainer*innen schaffen eine Wohlfühlatmosphäre, in der Du Dich frei entfalten darfst.</p>","Liebermannstraße 75/77",,"9160e477-b110-4bc9-9125-567ea5f6ee09","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-10-13T16:50:36Z,2024-02-04T18:00:49Z,,,"/polestudio/vanilla-sky-pole-atelier","/onlinestudio/vanilla-sky-pole-atelier",,
,"VerticalSpirit Chemnitz e. V.","9117","Chemnitz","Deutschland","{""subdivisions"":[{""code"":""SN"",""name"":""Sachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Chemnitz"",""name"":""Chemnitz"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Chemnitz"",""location"":{""latitude"":50.8178124,""longitude"":12.8492583},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""412"",""name"":""Zwickauer Straße"",""apt"":""""},""formatted"":""Zwickauer Str. 412, 09117 Chemnitz, Deutschland"",""country"":""DE"",""postalCode"":""09117"",""subdivision"":""SN""}","0162 9346925","verticalspiritchemnitz@web.de","https://www.verticalspiritchemnitz-ev.de/","https://www.facebook.com/people/VerticalSpirit-Chemnitz-eV/100057560586706/","https://www.instagram.com/verticalspiritchemnitz/","Pole Studio",,,"Zwickauer Str. 412",,"91f9267b-c2f2-473c-b1d1-43af5dc31448","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:49Z,,,"/polestudio/verticalspirit-chemnitz-e.-v.","/onlinestudio/verticalspirit-chemnitz-e.-v.",,
,"Pole Fit Plauen","8523","Plauen","Deutschland","{""subdivisions"":[{""code"":""SN"",""name"":""Sachsen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Plauen"",""name"":""Plauen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Plauen"",""location"":{""latitude"":50.49254999999999,""longitude"":12.11932},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""49"",""name"":""Freiheitsstraße"",""apt"":""""},""formatted"":""Freiheitsstraße 49, 08523 Plauen, Deutschland"",""country"":""DE"",""postalCode"":""08523"",""subdivision"":""SN""}",,"info@polefit-plauen.de","https://www.polefit-plauen.de/","https://www.facebook.com/Mensdorf","https://www.instagram.com/polefitplauen/","Pole Studio",,,"Freiheitsstraße 49",,"9247d9f6-c6fb-440f-b0bc-c94715f41302","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-fit-plauen","/onlinestudio/pole-fit-plauen",,
,"FlyHigh","76185","Karlsruhe","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Karlsruhe"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Karlsruhe"",""location"":{""latitude"":49.0126,""longitude"":8.35505},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""1A"",""name"":""Honsellstraße"",""apt"":""""},""formatted"":""Honsellstraße 1A, 76185 Karlsruhe, Deutschland"",""country"":""DE"",""postalCode"":""76185"",""subdivision"":""BW""}",,"info@flyhighstudio.de","https://www.flyhighstudio.de/","http://""unbekannt""","https://www.instagram.com/flyhigh_aerialfitness/?hl=de","Pole Studio",,,"Honsellstraße 1A",,"92ae2800-bea6-4781-8d10-ca304388fa7b","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/flyhigh","/onlinestudio/flyhigh",,
,"Muse Pole Dance","10179","Berlin","Deutschland","{""subdivisions"":[{""code"":""BE"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Berlin"",""name"":""Berlin"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Berlin"",""location"":{""latitude"":52.5105035,""longitude"":13.4088625},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""76"",""name"":""Alte Jakobstraße"",""apt"":""""},""formatted"":""Alte Jakobstraße 76, 10179 Berlin, Deutschland"",""country"":""DE"",""postalCode"":""10179"",""subdivision"":""BE""}","01590 1663142","team@musepoledance.de","https://musepoledance.de/","https://www.facebook.com/muse.poledance.berlin/","https://www.instagram.com/muse.poledance.berlin/","Pole Studio",,,"Alte Jakobstraße 76","https://www.eversports.de/s/muse-pole-dance","92bf0b4f-eb12-4c1c-bfdb-30ba09498062","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T19:04:06Z,,,"/polestudio/muse-pole-dance","/onlinestudio/muse-pole-dance",,
,"PoletastiX Düsseldorf","40627","Düsseldorf","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Düsseldorf"",""location"":{""latitude"":51.2178948,""longitude"":6.8659597},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""33"",""name"":""Glashüttenstraße"",""apt"":""""},""formatted"":""Glashüttenstraße 33, 40627 Düsseldorf, Deutschland"",""country"":""DE"",""postalCode"":""40627""}","0176 84012597","info@happypoleplace.de","https://www.poletastix.com/","https://www.facebook.com/PoletastiX","https://www.instagram.com/poletastix_dusseldorf/?hl=de","Pole Studio",,,"Glashüttenstraße 33",,"92da1376-3b4e-4374-b56a-ed1805068ee8","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:48Z,,,"/polestudio/poletastix-d%C3%BCsseldorf","/onlinestudio/poletastix-d%C3%BCsseldorf",,
,"Pole Fun Wehr","79664","Wehr","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Freiburg"",""name"":""Freiburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Wehr"",""name"":""Wehr"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Wehr"",""location"":{""latitude"":47.6290162,""longitude"":7.9043369},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""61"",""name"":""Hauptstraße"",""apt"":""""},""formatted"":""Hauptstraße 61, 79664 Wehr, Deutschland"",""country"":""DE"",""postalCode"":""79664"",""subdivision"":""BW""}","01522 8766082","info@pole-fun-wehr.de","https://www.pole-fun-wehr.de/","https://www.facebook.com/polefunwehr","https://www.instagram.com/polefunwehr/","Pole Studio",,,"Hauptstraße 61",,"93d6fd4c-4e36-47c5-ba21-390b320e86b2","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-fun-wehr","/onlinestudio/pole-fun-wehr",,
